10000 29970
1701 4397 0.00763084
1701 5310 0.0159826
1701 9114 0.00488134
1702 2475 0.0250657
1702 3939 0.0258073
1702 6601 0.0013256
1702 8041 0.00653899
1702 9657 0.0244848
1703 2075 0.0107502
1703 2135 0.0116689
1703 4798 0.0183468
1703 5437 0.0235475
1703 5492 0.0206535
1703 5662 0.0194574
1703 6618 0.00850639
1703 9231 0.0187888
1704 5472 0.000218521
1704 5555 0.00950947
1704 6310 0.0129731
1704 7364 0.0149042
1705 4330 0.00217441
1705 5308 0.00992516
1705 5422 0.0090346
1705 6455 0.00401053
1706 3556 0.0190119
1706 6104 0.0114531
1706 6935 0.0188003
1706 7071 0.0112416
1706 9679 0.00267326
1707 3897 0.00809425
1707 4009 0.0147996
1707 4312 0.0183937
1707 4919 0.0128811
1707 6549 0.015591
1707 9733 0.0201769
1708 2976 0.0105182
1708 3930 0.0181574
1708 3966 0.0141867
1708 6567 0.0219234
1708 9056 0.000836021
1708 9557 0.00924276
1709 3009 0.0104629
1709 4569 0.00310782
1709 4988 0.00509875
1709 5771 0.00627768
1709 8624 0.00248345
1709 9672 0.007845
1710 3258 0.007827
1710 4449 0.0206445
1710 5158 0.0113265
1710 5538 0.0227273
1710 5842 0.0196111
1710 5936 0.00129047
1711 2739 0.0108815
1711 3092 0.00578335
1711 7710 0.0220494
1711 8645 0.0194438
1711 9307 0.0125207
1711 9754 0.00957748
1712 3387 0.0124133
1712 4399 0.00908524
1712 4401 0.0107485
1712 7795 0.0123851
1712 7897 0.0215045
1713 3500 0.00167839
1713 5123 0.0106157
1713 6225 0.0179603
1713 8076 0.0184353
1713 8308 0.0049042
1713 9879 0.0246262
1714 1960 0.00770841
1714 2281 0.0175448
1714 3022 0.00312729
1714 3433 0.0147116
1714 6756 0.0065247
1714 8140 0.014629
1715 2283 0.0184062
1715 3117 0.0250834
1715 3934 0.0103714
1715 4357 0.0145185
1715 8506 0.0209802
1715 9994 0.00724088
1716 7291 0.00818069
1716 9144 0.0110338
1716 9952 0.006089
1717 2219 0.00625909
1717 2680 0.00411196
1717 5220 0.00458192
1717 8959 0.00634731
1718 3090 0.00439038
1718 3945 0.0117766
1718 4247 0.012364
1718 6773 0.0131102
1718 7720 0.0118997
1719 2908 0.0123777
1719 5478 0.0123102
1719 5820 0.0254568
1719 5987 0.0261995
1719 7791 0.0202207
1719 8970 0.0057327
1719 9212 0.0163415
1720 3630 0.00693784
1720 7109 0.0054224
1720 8777 0.00670024
1720 9680 0.00915954
1721 4480 0.00925804
1721 5218 0.00432555
1721 7801 0.0125972
1721 9424 0.0148188
1722 1749 0.00547897
1722 1900 0.0159478
1722 2738 0.017018
1722 3659 0.00705961
1722 4283 0.0112125
1722 8561 0.00976732
1723 4475 0.00811506
1723 5848 0.00983513
1723 7296 0.00344072
1723 9796 0.0137191
1724 2811 0.0328648
1724 3056 0.00860213
1724 3625 0.0223989
1724 6266 0.00925541
1724 7298 0.018723
1725 3343 0.0216208
1725 4332 0.00812328
1725 4369 0.0128915
1725 5016 0.0171406
1725 6519 0.0232591
1725 7229 0.00939333
1726 2590 0.00713105
1726 4728 0.00794235
1726 4941 0.0124158
1726 6014 0.00748201
1726 8489 0.0134463
1727 3614 0.0122804
1727 5022 0.00526029
1727 5941 0.0122971
1727 8172 0.00778485
1727 8307 0.0111622
1727 9950 0.00967133
1728 1888 0.0073963
1728 2197 0.0158799
1728 5932 0.0177905
1728 9951 0.0181048
1729 3258 0.00705411
1729 5158 0.00703082
1729 6714 0.00839387
1729 9052 0.00642358
1730 3112 0.0193472
1730 3684 0.0137897
1730 3745 0.0209363
1730 4362 0.0200278
1730 4703 0.0129784
1730 8240 0.0159044
1730 8949 0.0124819
1730 9798 0.00951978
1731 3334 0.00429591
1731 8011 0.00172285
1732 5939 0.0059833
1732 7234 0.00541704
1732 7669 0.00710218
1732 7949 0.00420553
1732 8080 0.0034019
1733 5567 0.019249
1733 7792 0.00873481
1733 8491 0.0167261
1734 4408 0.0122674
1734 6165 0.0154622
1734 6187 0.0146613
1734 8326 0.00458538
1734 9955 0.0154924
1735 2150 0.00878268
1735 2893 0.0128057
1735 7180 0.00908824
1735 7790 0.00598212
1735 9954 0.00854449
1736 2005 0.00788963
1736 2254 0.0123501
1736 2670 0.013128
1736 4508 0.00990598
1736 5617 0.00733768
1736 7193 0.0113204
1736 7805 0.0115572
1736 8190 0.00331469
1737 3113 0.0102234
1737 5234 0.00315269
1738 5401 0.0023943
1738 7208 0.00809875
1738 8373 0.00887954
1738 9027 0.00766436
1739 2554 0.0149881
1739 2620 0.0134877
1739 2682 0.0123257
1739 3042 0.0106579
1739 6399 0.00729494
1739 8123 0.0167205
1739 8908 0.00663679
1740 3885 0.00645478
1740 6696 0.0138993
1740 8204 0.00862312
1740 9355 0.00327476
1741 3875 0.006688
1741 5491 0.0157166
1741 5515 0.00572352
1741 5663 0.00501163
1742 1905 0.0102325
1742 5306 0.0134251
1742 5823 0.00653701
1742 7274 0.0134155
1742 7485 0.0093015
1742 8180 0.00886048
1743 5989 0.0214896
1743 6631 0.0109289
1743 7031 0.0118877
1743 7571 0.00763836
1743 8285 0.0207709
1743 9897 0.01205
1744 2549 0.0113745
1744 2804 0.00857327
1744 3895 0.00975537
1744 5690 0.00963958
1744 8210 0.0111813
1744 8617 0.0100675
1744 8907 0.0152797
1745 2952 0.0102304
1745 3093 0.0132253
1745 5283 0.0144229
1745 8349 0.0127793
1745 8752 0.0174776
1745 9185 0.0125055
1746 3432 0.0189117
1746 4506 0.0107488
1746 4875 0.0105803
1747 2890 0.0143057
1747 3898 0.00493682
1747 5836 0.00514959
1747 6219 0.0105555
1747 6297 0.0148673
1748 4426 0.0123226
1748 4496 0.00950042
1748 6406 0.0109499
1748 6531 0.0130658
1749 2419 0.0200239
1749 4283 0.0121476
1749 9271 0.0170014
1750 3475 0.0129271
1750 3734 0.0253078
1750 7423 0.00507639
1750 9572 0.0126739
1751 1813 0.0101418
1751 4340 0.0158501
1751 4902 0.0192718
1751 5755 0.0238774
1751 6410 0.0129013
1751 6663 0.0156875
1751 8300 0.0158066
1752 1920 0.0233686
1752 2498 0.0165968
1752 2836 0.0263078
1752 4331 0.0241997
1752 4772 0.0141201
1752 8276 0.0131389
1752 8354 0.012374
1752 9172 0.0143142
1753 6608 0.0205049
1753 6739 0.00461072
1753 9155 0.0181363
1754 6030 0.00793951
1754 6568 0.00631679
1754 7537 0.00511222
1754 7673 0.00520328
1754 9024 0.00636218
1754 9458 0.00423983
1755 2793 0.00906267
1755 3815 0.0150062
1755 4084 0.0136278
1755 5330 0.00940767
1755 6651 0.00497606
1756 2955 0.0102159
1756 3292 0.00985927
1756 7092 0.0071839
1756 9118 0.00614782
1757 1902 0.00237353
1757 4075 0.0071633
1757 4802 0.0142302
1757 7562 0.00723301
1757 8640 0.0140577
1757 9860 0.0106629
1758 3389 0.0110366
1758 4043 0.0163936
1758 7080 0.0105965
1758 7965 0.0114525
1758 7985 0.0143949
1759 2185 0.00714264
1759 3547 0.0160148
1759 4124 0.0164811
1759 9514 0.00701247
1760 5013 0.00417283
1760 6848 0.0126142
1760 8812 0.0152542
1761 4556 0.010934
1761 5368 0.0053194
1761 5614 0.00534901
1761 7044 0.00760281
1762 2077 0.00942969
1762 2408 0.0109132
1762 2994 0.012644
1762 6491 0.0102614
1762 7066 0.00932968
1762 7685 0.0117634
1762 8978 0.0108949
1762 9049 0.0167449
1763 1858 0.00494982
1763 2964 0.0116758
1763 8025 0.00709006
1763 8283 0.0100468
1763 9668 0.00978203
1764 5809 0.0030537
1764 8830 0.00725468
1764 9359 0.00533785
1765 2807 0.00688021
1765 5491 0.0113205
1765 6250 0.0230716
1765 7126 0.0170283
1765 8218 0.0210005
1765 9810 0.0119024
1766 6091 0.00511216
1766 6707 0.00572011
1766 9129 0.00407505
1767 5113 0.0202912
1767 5726 0.00515027
1767 5991 0.00658385
1767 6897 0.0141527
1768 2837 0.00267473
1768 8655 0.00111094
1768 9125 0.00469449
1768 9812 0.0105018
1769 2539 0.00803639
1769 6962 0.0198055
1769 6977 0.011189
1769 9310 0.0114092
1770 2068 0.00249642
1770 3703 0.0021431
1770 3771 0.00536608
1770 7083 0.0021643
1770 8548 0.00249392
1771 2959 0.0245135
1771 2979 0.0205472
1771 5397 0.0101422
1771 5685 0.00685344
1771 5788 0.0131255
1771 6851 0.0176794
1771 8335 0.0130192
1772 2599 0.00997505
1772 4208 0.00995847
1772 6359 0.00518432
1772 6437 0.00940613
1772 6675 0.0120723
1772 9932 0.00578896
1773 5851 0.00572202
1773 7054 0.00617359
1773 8119 0.00439615
1773 9757 0.0129254
1774 4236 0.0162131
1774 4642 0.00836361
1774 5165 0.01239
1774 6005 0.00965382
1774 6209 0.0120912
1774 6621 0.0110327
1774 7684 0.00978386
1775 3491 0.0148691
1775 3607 0.0113277
1775 3797 0.00617874
1775 8699 0.0176247
1775 9046 0.0163566
1775 9286 0.00986538
1776 4951 0.0106484
1776 6145 0.00224713
1776 9158 0.00825729
1777 3441 0.00800907
1777 3559 0.0142276
1777 4591 0.0106211
1777 4835 0.0101468
1777 7799 0.00558734
1777 7943 0.0168689
1777 9346 0.0125591
1778 2318 0.00394937
1778 3344 0.0211934
1778 4185 0.0108583
1778 5322 0.0192012
1778 6023 0.0151817
1779 2421 0.00411514
1779 4952 0.00948846
1779 9007 0.00382666
1780 3880 0.0104655
1780 4883 0.0188501
1780 7173 0.0096631
1780 7885 0.00650864
1780 8839 0.013811
1781 1803 0.0143047
1781 4569 0.00974235
1781 4988 0.0112722
1781 5768 0.0137284
1781 5893 0.0197977
1781 7323 0.0177021
1781 7328 0.0105341
1781 8624 0.0103845
1782 2746 0.0142712
1782 2881 0.00722243
1782 5965 0.0116623
1782 6382 0.00842533
1782 6673 0.0102941
1783 1943 0.0110667
1783 2546 0.0175257
1783 4672 0.00683116
1783 5211 0.00440997
1783 8257 0.0129772
1783 9386 0.00290816
1784 2964 0.00760979
1784 5129 0.00378943
1784 6410 0.00653187
1784 6712 0.0105591
1784 8288 0.0136678
1785 2843 0.00954742
1785 5627 0.0181503
1785 6861 0.00575229
1786 1914 0.0159753
1786 2639 0.0182126
1786 3263 0.0142106
1786 4424 0.0175819
1786 7431 0.0133599
1786 8880 0.0117388
1786 9324 0.0182554
1787 2796 0.010072
1787 2819 0.0124819
1787 3369 0.0109668
1787 8481 0.0244649
1787 9780 0.00670229
1788 3990 0.0225303
1788 4114 0.00893334
1788 9628 0.00529821
1789 6980 0.0120832
1789 7707 0.0158779
1789 7823 0.00378343
1789 8459 0.008837
1789 9803 0.00179831
1790 3689 0.00693431
1790 4972 0.0113946
1790 7719 0.0110332
1790 8587 0.0140648
1791 2125 0.0104421
1791 4379 0.0096134
1791 5468 0.0106175
1791 5944 0.0202523
1791 7369 0.00809633
1791 7998 0.0106453
1792 2114 0.00724652
1792 3763 0.0118563
1792 5570 0.00302727
1792 7818 0.00383082
1793 1875 0.00868187
1793 2427 0.0219958
1793 2466 0.000748743
1793 4808 0.00705145
1794 3220 0.00504472
1794 3486 0.0159933
1794 4542 0.0156143
1794 4827 0.0192181
1794 6020 0.0194763
1794 6425 0.014289
1795 4939 0.00528794
1795 7755 0.0113078
1795 7953 0.00133185
1796 1998 0.0174008
1796 7930 0.0163972
1796 9874 0.00711252
1797 6711 0.0020591
1797 7950 0.0112353
1797 9395 0.0247559
1797 9407 0.0188833
1798 2275 0.0142509
1798 2845 0.0135524
1798 2934 0.0064255
1798 2971 0.00909842
1798 6571 0.00986713
1798 7007 0.00360442
1799 1845 0.00384557
1799 5346 0.0126735
1799 6042 0.0143111
1799 6993 0.00353276
1799 8464 0.011502
1799 9492 0.0158026
1800 3687 0.00792314
1800 5295 0.0164023
1800 5296 0.0147463
1800 5317 0.0168857
1800 6722 0.0144361
1800 6918 0.0129899
1800 8894 0.0124311
1801 5162 0.0144625
1801 6197 0.00214229
1801 6708 0.0132091
1801 7581 0.0052306
1801 8904 0.0104058
1802 3677 0.00410671
1802 3988 0.0104632
1802 4572 0.0195021
1803 2109 0.0117369
1803 3329 0.0168907
1803 5893 0.014276
1803 6442 0.00599428
1803 7323 0.0180026
1804 3054 0.0222754
1804 4196 0.0104135
1804 4379 0.0109441
1804 5396 0.0172387
1805 6695 0.0203174
1805 7476 0.00428994
1805 8926 0.0139598
1805 9361 0.0175548
1805 9593 0.0206895
1806 4187 0.00459863
1806 6419 0.00550455
1806 7156 0.00763619
1806 8619 0.00108976
1807 2314 0.018967
1807 4256 0.014495
1807 5319 0.00946008
1807 5592 0.0176683
1807 6076 0.0104416
1807 6583 0.0238575
1808 2808 0.00197103
1808 3021 0.0053985
1808 4888 0.00782423
1808 7602 0.0106622
1808 7706 0.0178241
1809 2754 0.00987274
1809 3681 0.00774986
1809 6641 0.00791033
1809 8805 0.00693747
1809 9537 0.00339269
1810 2969 0.018737
1810 3091 0.0187603
1810 4698 0.00448619
1810 4780 0.010244
1810 8049 0.011342
1811 4938 0.0146979
1811 5766 0.0226186
1811 6311 0.00997014
1811 6748 0.0086187
1811 7058 0.0165878
1811 8060 0.0155358
1811 8327 0.0151625
1812 5148 0.00201629
1812 5797 0.00880962
1812 7133 0.00646476
1812 7310 0.016203
1813 2878 0.00490081
1813 4340 0.00776259
1813 4902 0.0177877
1813 8442 0.0131767
1814 2359 0.011286
1814 5614 0.012178
1814 6072 0.00488475
1814 7496 0.0220511
1814 7652 0.0198516
1815 3670 0.00567505
1815 4758 0.00543591
1815 4907 0.00987123
1815 9815 0.00963518
1816 6211 0.00516883
1816 8189 0.0112982
1816 8588 0.0114365
1816 9161 0.0111818
1817 4094 0.0277951
1817 6378 0.0280492
1817 7179 0.00891528
1817 9426 0.0265957
1817 9844 0.0218239
1818 2423 0.00712426
1818 4159 0.00538359
1818 5336 0.0105142
1818 7448 0.00589619
1818 8666 0.000508572
1819 2581 0.0111906
1819 3143 0.00150166
1819 8909 0.010241
1819 9461 0.00650561
1820 2684 0.0222456
1820 3053 0.017011
1820 4143 0.0132103
1820 5041 0.0139087
1820 5657 0.0214763
1820 8550 0.0084183
1820 8837 0.00547423
1820 9040 0.00505035
1820 9597 0.00480145
1821 4515 0.0201999
1821 9443 0.0158552
1822 2308 0.00895582
1822 9509 0.00199182
1823 3502 0.011884
1823 4766 0.0203785
1823 5626 0.0135863
1823 8653 0.0116452
1824 2950 0.00279175
1824 4150 0.00467206
1824 6810 0.00377369
1824 9011 0.0120776
1824 9286 0.00982053
1825 2447 0.0198677
1825 4102 0.00843557
1825 5713 0.0152159
1825 5848 0.0151417
1825 6419 0.0187351
1825 7108 0.0144354
1825 7251 0.0180973
1825 7575 0.0143533
1826 1989 0.00519647
1826 2248 0.02247
1826 2357 0.015898
1826 6408 0.0137865
1826 8062 0.00681156
1827 3179 0.0172231
1827 4053 0.00720397
1827 4720 0.0124602
1827 6894 0.0135827
1827 7573 0.0141102
1828 1890 0.0154932
1828 1992 0.00939265
1828 3028 0.0134809
1828 3891 0.00271388
1828 5151 0.01163
1828 7829 0.00921361
1829 3003 0.0194729
1829 3331 0.0229321
1829 5152 0.0107496
1829 5310 0.0085746
1830 2566 0.0102776
1830 2844 0.00701142
1830 6453 0.00283821
1830 7540 0.0110579
1831 2933 0.0113103
1831 8376 0.00771596
1832 1995 0.0108214
1832 3468 0.0123633
1832 4548 0.00524312
1832 5065 0.00459816
1832 7924 0.00915751
1832 9013 0.00424831
1833 2540 0.0169771
1833 5241 0.00171506
1834 3408 0.0100892
1834 4817 0.00968278
1834 5280 0.0154647
1834 7942 0.00992381
1835 2293 0.00275417
1835 2541 0.0116277
1835 3250 0.0149753
1835 5200 0.00571995
1835 5411 0.0121791
1836 4050 0.0218053
1836 5456 0.00933434
1836 6494 0.00873045
1836 7423 0.00971884
1836 8493 0.0191177
1837 2829 0.026263
1837 3089 0.0187906
1837 5748 0.00993995
1837 7008 0.0155395
1837 8612 0.0114556
1837 8912 0.0066572
1838 6765 0.0148126
1838 8220 0.0125484
1838 9701 0.0214702
1838 9917 0.00471828
1839 2048 0.0108428
1839 3600 0.0142358
1839 7043 0.0168699
1839 7695 0.0111893
1839 8228 0.00644242
1839 8270 0.0108206
1840 2235 0.0084367
1840 3458 0.00846933
1840 3655 0.00783113
1840 8576 0.00841505
1841 3260 0.0272619
1841 5621 0.00779918
1841 5927 0.00775899
1841 6919 0.00748279
1841 7018 0.00748717
1841 8814 0.0150969
1842 2132 0.00706449
1842 5383 0.00850115
1842 5527 0.00107613
1843 3979 0.00652077
1843 5710 0.015871
1843 6237 0.00760701
1843 6384 0.00929682
1843 7714 0.0100143
1843 9543 0.0101388
1843 9766 0.0163706
1844 3040 0.0121709
1844 3676 0.00872581
1844 4194 0.0154187
1844 6177 0.00638267
1844 7417 0.00996505
1844 9883 0.00670198
1845 6042 0.0130493
1845 6993 0.00317224
1846 3922 0.0139275
1846 4209 0.0144452
1846 5621 0.0100526
1846 5927 0.0119962
1846 6919 0.0111722
1846 8788 0.0180291
1846 9226 0.00127471
1847 2294 0.0233923
1847 2563 0.00521854
1847 4125 0.0016664
1847 5164 0.0047251
1847 6516 0.0216839
1847 8758 0.00762023
1848 6424 0.00923327
1848 6896 0.00184658
1848 7637 0.0147496
1848 8421 0.0150516
1849 2072 0.0225928
1849 5363 0.00298885
1849 7900 0.0160852
1849 8750 0.00305534
1850 2702 0.0101229
1850 3434 0.00849527
1850 3984 0.0116852
1850 5540 0.0206757
1851 5646 0.0175243
1851 6203 0.00662997
1851 8147 0.0149611
1851 9388 0.0008762
1852 4660 0.0191642
1852 5664 0.0133063
1852 6312 0.0113379
1852 6818 0.0152031
1853 3861 0.0147017
1853 4601 0.00646058
1853 4722 0.00367641
1853 4855 0.009298
1853 6117 0.0145033
1853 8886 0.0112258
1854 2372 0.0259199
1854 3782 0.010832
1854 3800 0.00847794
1854 8105 0.0187222
1855 2472 0.0107979
1855 3525 0.0126085
1855 3746 0.00760321
1855 5251 0.00828916
1855 6946 0.0207775
1856 5007 0.012489
1856 6080 0.0196549
1856 6244 0.0172565
1856 8682 0.00874997
1857 3052 0.0059392
1857 3883 0.00901504
1857 4452 0.0201535
1857 6633 0.00722701
1857 8816 0.0180896
1858 6021 0.00949162
1858 8279 0.00857885
1858 8283 0.0123867
1858 8300 0.0126533
1858 9668 0.00870698
1859 5334 0.0134133
1859 5995 0.0142862
1859 6962 0.00893266
1859 6977 0.0162722
1859 8525 0.0164707
1859 8606 0.00820696
1859 9709 0.0177235
1860 3401 0.0139824
1860 5229 0.00798624
1860 5593 0.0192851
1860 9247 0.0189121
1860 9469 0.00326003
1861 7309 0.00424738
1861 8032 0.00808801
1861 8249 0.0144938
1861 9844 0.00245366
1862 2884 0.017261
1862 3553 0.0176614
1862 4167 0.0152371
1862 7093 0.013403
1862 7678 0.0166008
1862 9931 0.00729475
1863 2556 0.0173795
1863 5954 0.00562949
1863 6037 0.00435529
1863 7497 0.00990219
1863 7794 0.0164177
1863 9186 0.00986213
1864 5747 0.0152143
1864 7037 0.00973217
1864 7759 0.0102537
1865 2580 0.0121515
1865 4258 0.0135194
1865 6875 0.0192774
1865 7665 0.00740589
1865 8287 0.015858
1865 9465 0.00865851
1865 9979 0.0190774
1866 2980 0.0213697
1866 3976 0.0203157
1866 4105 0.00572823
1866 5981 0.0171276
1866 6812 0.00495193
1866 7926 0.0117767
1866 9725 0.00733736
1867 5186 0.00926702
1867 7512 0.00685011
1867 9023 0.0153027
1867 9146 0.0118439
1868 4904 0.0135155
1868 5914 0.010319
1868 6764 0.0124295
1868 7153 0.0167148
1868 9691 0.00704788
1869 3554 0.00837411
1869 5000 0.00374251
1869 8242 0.00378874
1869 8330 0.0102031
1870 6371 0.0147925
1870 6619 0.0079571
1870 6844 0.00486056
1870 7728 0.0111789
1870 8296 0.0168819
1870 8375 0.0138459
1870 9625 0.0151235
1871 2081 0.0161525
1871 5428 0.0136665
1871 5457 0.00811049
1871 7600 0.00986537
1871 9428 0.00528469
1872 3009 0.0128012
1872 5768 0.017613
1872 6295 0.0140352
1872 9389 0.00872353
1872 9605 0.0143736
1872 9672 0.00778536
1873 3262 0.00497881
1873 4302 0.00868746
1873 5800 0.00480167
1873 7113 0.00884698
1873 7286 0.0146587
1873 8807 0.0136177
1873 8899 0.0109932
1873 9538 0.00621785
1873 9789 0.0220998
1874 2557 0.00984948
1874 3634 0.00984625
1874 3748 0.0160395
1874 4769 0.0218405
1874 6532 0.0100018
1874 7389 0.00683462
1874 9257 0.0202149
1875 2427 0.0230306
1875 3732 0.0183313
1875 4040 0.00338611
1875 4808 0.00178216
1875 7833 0.0105922
1876 2372 0.00941339
1876 3057 0.00817951
1876 8105 0.00914661
1876 8364 0.00825943
1877 1881 0.00946981
1877 3469 0.0126467
1877 4624 0.0159154
1877 7569 0.0185609
1878 3993 0.00319163
1878 5260 0.0109079
1878 5626 0.0160962
1878 5701 0.0112215
1878 7732 0.00690064
1879 5231 0.00379131
1879 5938 0.0096327
1879 6096 0.00627805
1879 6194 0.0136431
1879 7331 0.0122265
1880 3696 0.00717298
1880 6342 0.00509078
1880 6936 0.00573661
1880 7163 0.00952852
1881 4624 0.0100864
1881 4982 0.02203
1881 5769 0.0151374
1881 6792 0.011484
1881 9800 0.0145637
1882 7078 0.0175665
1882 8759 0.0105432
1882 9728 0.0115601
1883 3395 0.0036791
1883 5824 0.00437999
1883 6828 0.000800701
1883 8329 0.010482
1884 4680 0.0165542
1884 5737 0.0114198
1884 6438 0.0126638
1884 7768 0.00583265
1884 8286 0.00552154
1885 2127 0.0188447
1885 4779 0.0124656
1885 5615 0.0229834
1885 6365 0.009107
1885 9740 0.0241157
1886 4461 0.0142053
1886 7771 0.0122943
1886 8197 0.0143775
1886 8274 0.00385434
1886 8685 0.0146069
1886 9734 0.0144625
1887 3638 0.00836466
1887 5739 0.00310753
1887 8854 0.00362621
1888 2152 0.0196093
1888 2197 0.0165733
1888 2650 0.0130147
1888 3172 0.0136306
1888 4530 0.0109874
1888 5103 0.0115044
1888 9951 0.0149339
1889 3820 0.00994875
1889 4632 0.00821038
1889 4956 0.0133258
1889 5140 0.00487376
1889 9459 0.0118757
1890 3028 0.00861385
1890 3489 0.012548
1890 3676 0.0126892
1890 4194 0.0057267
1890 7829 0.0122925
1891 2103 0.0130212
1891 4866 0.0119311
1891 7547 0.0129291
1892 4650 0.00914179
1892 4844 0.0175905
1892 5744 0.0146833
1892 7693 0.0169503
1892 8627 0.00873692
1892 9251 0.0117877
1892 9673 0.00439025
1893 2282 0.0164384
1893 2781 0.0125856
1893 3477 0.00645629
1893 6331 0.0147731
1893 6719 0.00623424
1893 7458 0.00398409
1894 2509 0.0174559
1894 3700 0.00810293
1894 7410 0.00588577
1894 8517 0.00398906
1895 2913 0.0199042
1895 3165 0.00713942
1895 3481 0.00468358
1895 4027 0.00666106
1895 5332 0.0109967
1895 5400 0.0238838
1895 5832 0.0182598
1896 3257 0.0142233
1896 3356 0.0163207
1896 3840 0.0107848
1896 4553 0.00545966
1896 5763 0.0100633
1896 6288 0.00638606
1897 3618 0.00543099
1897 6959 0.0267814
1897 7492 0.0165547
1897 7888 0.00735939
1897 8353 0.0277697
1898 2526 0.00130086
1898 3041 0.0149709
1898 5055 0.00304811
1898 6888 0.0135788
1899 3649 0.00243883
1899 7583 0.0173718
1899 8661 0.0200056
1899 8730 0.0145298
1899 9108 0.0178096
1899 9593 0.0121498
1900 2738 0.0131984
1900 2786 0.00340562
1900 3099 0.0104392
1900 4283 0.00993271
1901 2623 0.0042759
1901 3911 0.0126749
1901 7371 0.00280573
1902 7562 0.00545102
1902 7603 0.00775461
1902 9860 0.00951842
1903 2740 0.00470513
1903 4782 0.0123837
1903 5162 0.014645
1904 5981 0.00804712
1904 6126 0.0222917
1904 6352 0.0167995
1904 6458 0.0191819
1904 8099 0.0142409
1904 8495 0.0142707
1904 9025 0.0119276
1905 4927 0.00302094
1905 4947 0.0135625
1905 5306 0.0162955
1905 7485 0.00166389
1906 6321 0.0134263
1906 7183 0.00879728
1906 8268 0.00366541
1907 2831 0.00446401
1907 3999 0.0263083
1907 4819 0.0174655
1907 8093 0.0163859
1907 9419 0.0152015
1908 2543 0.00482537
1908 6708 0.00781572
1908 8956 0.0110741
1909 5805 0.00326529
1909 8317 0.000677025
1909 9010 0.00767209
1909 9295 0.00257817
1910 2419 0.0213695
1910 3880 0.0116406
1910 6020 0.0190801
1910 6033 0.0118662
1910 9316 0.0208096
1911 1918 0.00367448
1911 2460 0.0118769
1911 3013 0.0161332
1911 3830 0.0152451
1911 4908 0.00820944
1911 9009 0.00961646
1912 1948 0.207584
1912 2090 0.124338
1912 4209 0.0144534
1912 5422 0.0163632
1912 8788 0.0380742
1912 9026 0.0366873
1912 9090 0.019146
1913 3288 0.00547326
1913 4513 0.0125901
1913 5387 0.0222193
1913 8815 0.00538742
1913 9383 0.0158379
1914 4046 0.0125656
1914 4424 0.00990387
1914 8798 0.0113933
1914 8880 0.0150817
1915 4437 0.0048252
1915 8132 0.00732791
1915 8155 0.00754325
1916 2051 0.0117398
1916 3728 0.00211454
1916 7703 0.00370721
1917 5181 0.00416615
1917 6126 0.0138557
1917 6135 0.0027208
1917 7157 0.0083746
1918 4908 0.00975353
1918 6817 0.00727905
1918 9009 0.00842274
1919 4764 0.0167235
1919 5266 0.0255294
1919 5457 0.0128444
1919 5480 0.0125367
1919 6110 0.0251385
1919 9029 0.0195976
1919 9428 0.0128646
1920 2836 0.0127585
1920 3403 0.00469623
1920 4485 0.0242082
1920 8394 0.0253228
1921 5609 0.00777693
1921 8458 0.0120819
1921 8693 0.00804257
1921 9264 0.00977421
1922 5536 0.00306328
1922 6988 0.00610439
1922 9788 0.00184146
1923 3846 0.00655219
1923 5253 0.0100717
1923 8148 0.00235884
1924 3369 0.00797144
1924 5030 0.00667701
1925 3654 0.00549833
1925 5417 0.0287865
1925 8036 0.00447954
1925 9603 0.0109494
1926 2748 0.0108102
1926 4514 0.0201678
1926 5020 0.0088987
1926 7317 0.0109597
1926 7865 0.0138303
1926 8565 0.0168145
1927 4321 0.0201872
1927 7315 0.00932165
1927 9078 0.00814678
1927 9088 0.0247384
1927 9339 0.0146952
1928 5151 0.00751281
1928 7704 0.00927715
1928 8372 0.0102769
1929 2564 0.0165011
1929 3229 0.0142557
1929 3503 0.0145773
1929 6671 0.00483234
1929 6939 0.0168161
1930 2065 0.0162011
1930 4025 0.00669881
1930 4115 0.0198337
1930 8368 0.00589765
1930 8426 0.00916871
1931 4777 0.00562383
1931 4910 0.00480587
1931 5943 0.00762158
1931 6420 0.00549103
1932 3637 0.0135168
1932 5850 0.0155402
1932 6165 0.0159375
1932 7672 0.013794
1932 8219 0.0161429
1932 8326 0.000217806
1933 2005 0.010256
1933 2078 0.0192743
1933 3867 0.0155684
1933 4320 0.0199684
1933 4508 0.0146849
1933 4850 0.00392867
1933 7067 0.0185358
1933 7140 0.00457157
1933 7705 0.0186344
1933 8030 0.0235023
1934 4219 0.00138048
1934 4387 0.00850897
1934 8459 0.00656269
1934 8940 0.00437056
1934 9561 0.0088887
1935 2664 0.00937354
1935 4110 0.00949013
1935 4747 0.0145026
1935 7043 0.0245107
1936 2549 0.0269915
1936 3575 0.00736634
1936 3812 0.024222
1936 4608 0.0134588
1936 7767 0.0107228
1936 8751 0.00860099
1937 4689 0.00822969
1937 7832 0.00857926
1937 9334 0.0131206
1938 3275 0.0058851
1938 4500 0.0166222
1939 2846 0.0100577
1939 4538 0.0135003
1939 7291 0.00322458
1939 8816 0.0191803
1939 9453 0.0148035
1940 5126 0.00648021
1940 6811 0.00865548
1940 8641 0.00938201
1941 3400 0.0091052
1941 3940 0.00374466
1941 4916 0.00910205
1941 6537 0.00874894
1941 9452 0.00204314
